seed,layer,token,factor_a,factor_b,projection_overlap,min_angle_deg,mean_angle_deg
16130,0,cls,identity,beneficiary,1.0,0.0,0.0
16130,0,cls,identity,concern,1.0,0.0,0.0
16130,0,cls,beneficiary,concern,1.0,0.0,0.0
16130,0,entity0,identity,beneficiary,1.0,0.0,0.0
16130,0,entity0,identity,concern,1.0,0.0,0.0
16130,0,entity0,beneficiary,concern,1.0,0.0,0.0
16130,0,entity1,identity,beneficiary,1.0,0.0,0.0
16130,0,entity1,identity,concern,1.0,0.0,0.0
16130,0,entity1,beneficiary,concern,1.0,0.0,0.0
16130,0,identity_role,identity,beneficiary,0.032888122514931784,77.60503503535551,79.76808468928928
16130,0,identity_role,identity,concern,0.032888122514931784,77.60503503535551,79.76808468928928
16130,0,identity_role,beneficiary,concern,1.0,0.0,0.0
16130,0,beneficiary_role,identity,beneficiary,0.03990779491132546,76.26491543272056,78.72900235546315
16130,0,beneficiary_role,identity,concern,1.0,0.0,0.0
16130,0,beneficiary_role,beneficiary,concern,0.03990779491132547,76.26491543272056,78.72900235546315
16130,0,concern_context,identity,beneficiary,1.0,0.0,0.0
16130,0,concern_context,identity,concern,1.0,0.0,0.0
16130,0,concern_context,beneficiary,concern,1.0,0.0,0.0
16130,0,query,identity,beneficiary,1.0,0.0,0.0
16130,0,query,identity,concern,1.0,0.0,0.0
16130,0,query,beneficiary,concern,1.0,0.0,0.0
16130,1,cls,identity,beneficiary,0.7302381877525139,18.512976790344844,29.996088769839268
16130,1,cls,identity,concern,0.454326917810871,38.57862495815463,47.761598470140996
16130,1,cls,beneficiary,concern,0.37717510783461394,38.836234145816654,53.12145250122978
16130,1,entity0,identity,beneficiary,0.538936792449638,26.034612092116497,42.34733953659679
16130,1,entity0,identity,concern,0.35337815589363747,39.56788716057347,54.98451423221884
16130,1,entity0,beneficiary,concern,0.25750500116323033,45.003824310934505,63.97541233473205
16130,1,entity1,identity,beneficiary,0.4916021594155925,19.83545377945475,45.779690154198114
16130,1,entity1,identity,concern,0.16648006674241023,55.016845200440905,70.6402652674353
16130,1,entity1,beneficiary,concern,0.14974318425558447,57.26501849590976,71.22059950364923
16130,1,identity_role,identity,beneficiary,0.06593550536042454,68.93590768228619,77.98035505559861
16130,1,identity_role,identity,concern,0.0341173453353489,74.98025156541442,81.55069447587414
16130,1,identity_role,beneficiary,concern,0.10986343656996685,62.44740669253142,74.04688013010244
16130,1,beneficiary_role,identity,beneficiary,0.06666132208976533,69.53713769770602,76.74439215750121
16130,1,beneficiary_role,identity,concern,0.2273259492946575,52.27317801516029,62.909298236452216
16130,1,beneficiary_role,beneficiary,concern,0.013245805380285232,80.64216911679856,85.11269564396305
16130,1,concern_context,identity,beneficiary,0.5487812395993933,21.242503427125634,41.331835411142606
16130,1,concern_context,identity,concern,0.20756668601928066,49.89036626538854,69.7013700753604
16130,1,concern_context,beneficiary,concern,0.24950820388651684,45.05691061085836,67.43930240148461
16130,1,query,identity,beneficiary,0.40484564207187224,33.192656203547166,51.93900374509724
16130,1,query,identity,concern,0.07083624649159032,68.82415887759845,76.37671418378847
16130,1,query,beneficiary,concern,0.2067475620126378,50.881583887680776,66.87318002287726
16130,2,cls,identity,beneficiary,0.875956720730213,13.345228555431609,19.768356020469927
16130,2,cls,identity,concern,0.21212622968922853,49.96167957960116,67.05171481783226
16130,2,cls,beneficiary,concern,0.21650476505529767,48.99807475221636,68.04814185592556
16130,2,entity0,identity,beneficiary,0.8144295656039919,18.88055316305527,24.97795524285963
16130,2,entity0,identity,concern,0.22891566062250462,49.67172328612569,64.14037705438946
16130,2,entity0,beneficiary,concern,0.28884216284849046,48.54155135038398,58.31172045674416
16130,2,entity1,identity,beneficiary,0.4992276588830074,22.070124564724303,45.063688329407626
16130,2,entity1,identity,concern,0.3481029854955966,35.5026386066262,57.480920420143036
16130,2,entity1,beneficiary,concern,0.23906870130533947,59.561105604040236,60.74357973656721
16130,2,identity_role,identity,beneficiary,0.08208732770447408,67.79829456439855,74.69420244393831
16130,2,identity_role,identity,concern,0.06512830861887627,69.60556937029776,77.10871110367329
16130,2,identity_role,beneficiary,concern,0.13768717983336137,58.34926357116485,74.03911646086866
16130,2,beneficiary_role,identity,beneficiary,0.14691530437743194,60.45692387035749,68.72180307389112
16130,2,beneficiary_role,identity,concern,0.05563030905961916,71.03927801318042,78.35705625191082
16130,2,beneficiary_role,beneficiary,concern,0.06843591955150029,68.62527261257591,77.4913500357801
16130,2,concern_context,identity,beneficiary,0.8727477758928779,14.1332746277752,20.164974834167552
16130,2,concern_context,identity,concern,0.25973813253559497,48.6604179457765,60.94836890748167
16130,2,concern_context,beneficiary,concern,0.28004077271861244,47.85936061479226,59.249220592792
16130,2,query,identity,beneficiary,0.45801913825028384,22.177738609291982,49.08862536836127
16130,2,query,identity,concern,0.3302145691197989,47.95785907555459,55.27268997718953
16130,2,query,beneficiary,concern,0.3565171609739618,32.728423117753245,59.26789259398811
16130,3,cls,identity,beneficiary,0.8689986216051275,13.55015804467541,20.310476740323196
16130,3,cls,identity,concern,0.20836020469314004,50.36332423708293,67.34360023071508
16130,3,cls,beneficiary,concern,0.2126983663533833,49.37348558624434,68.60228254952324
16130,3,entity0,identity,beneficiary,0.8156437397046931,18.54570565093279,24.84690523274191
16130,3,entity0,identity,concern,0.22861226771042314,49.41521444017008,64.39638835494434
16130,3,entity0,beneficiary,concern,0.2924275452022398,48.2185789261623,58.08532127401365
16130,3,entity1,identity,beneficiary,0.4951248545014857,22.16999617487166,45.405585503306604
16130,3,entity1,identity,concern,0.347845454251262,35.77710698302362,57.30659916662104
16130,3,entity1,beneficiary,concern,0.2505616427261462,58.18300495866525,59.99594240181054
16130,3,identity_role,identity,beneficiary,0.08331989888473972,67.65204306573791,74.55481088689524
16130,3,identity_role,identity,concern,0.06655736952515384,69.58876103116135,76.71845921697941
16130,3,identity_role,beneficiary,concern,0.1456757578127337,57.33714014549415,73.41054509564577
16130,3,beneficiary_role,identity,beneficiary,0.12950013439620875,62.212972749477615,70.21709112034232
16130,3,beneficiary_role,identity,concern,0.055618741770695077,71.44988073668539,77.85129935661811
16130,3,beneficiary_role,beneficiary,concern,0.07690626058919525,67.05914280473226,77.28588393896096
16130,3,concern_context,identity,beneficiary,0.8613155148138414,14.16006375897873,20.980304432974766
16130,3,concern_context,identity,concern,0.2773969710947936,46.69877177730412,59.90361143629275
16130,3,concern_context,beneficiary,concern,0.28410778640633544,47.892023962661696,58.87369689397053
16130,3,query,identity,beneficiary,0.46098058925018287,22.487087520355725,48.67159679354383
16130,3,query,identity,concern,0.3419364341524313,47.688020419811096,54.49046515503892
16130,3,query,beneficiary,concern,0.35844505779653413,32.60146564053018,58.86910553926772
